municipio,municipio_key,estado,lat,lon,geo_source
TLACHICHUCA,tlachichuca,Puebla,19.0414,-98.2063,state_centroid
TLATLAUQUITEPEC,tlatlauquitepec,Puebla,19.0414,-98.2063,state_centroid
Tolchtepec,tolchtepec,Puebla,19.0414,-98.2063,state_centroid
Xochitlan,xochitlan,Puebla,19.0414,-98.2063,state_centroid
Zacapoaxtla,zacapoaxtla,Puebla,19.0414,-98.2063,state_centroid
Zacatlán,zacatlan,Puebla,19.0414,-98.2063,state_centroid
Zoquiapan,zoquiapan,Puebla,19.0414,-98.2063,state_centroid
Amealco De Bonfil,amealco de bonfil,Querétaro,20.5888,-100.3899,state_centroid
Cadereyta De Montes,cadereyta de montes,Querétaro,20.5888,-100.3899,state_centroid
Calamanda,calamanda,Querétaro,20.5888,-100.3899,state_centroid
Colon,colon,Querétaro,20.783,-100.045,municipio_seat
Corregidora,corregidora,Querétaro,20.5888,-100.3899,state_centroid
El Colorado,el colorado,Querétaro,20.5888,-100.3899,state_centroid
El Marques,el marques,Querétaro,20.624,-100.27,municipio_seat
El Marquez,el marquez,Querétaro,20.5888,-100.3899,state_centroid
EZEQUIEL MONTES,ezequiel montes,Querétaro,20.5888,-100.3899,state_centroid
"Galeras, Colon",galeras colon,Querétaro,20.5888,-100.3899,state_centroid
Huimilpan,huimilpan,Querétaro,20.37,-100.27,municipio_seat
Juriquilla,juriquilla,Querétaro,20.5888,-100.3899,state_centroid
La Penuela,la penuela,Querétaro,20.5888,-100.3899,state_centroid
Marques,marques,Querétaro,20.5888,-100.3899,state_centroid
Mompaní,mompani,Querétaro,20.5888,-100.3899,state_centroid
Pedro Escobedo,pedro escobedo,Querétaro,20.499,-100.14,municipio_seat
Querétaro,queretaro,Querétaro,20.5888,-100.3899,municipio_seat
San Juan Del Río,san juan del rio,Querétaro,20.5888,-100.3899,state_centroid
Santa Rosa Jáuregui,santa rosa jauregui,Querétaro,20.5888,-100.3899,state_centroid
Santa Rosa Jauregui Queretaro,santa rosa jauregui queretaro,Querétaro,20.5888,-100.3899,state_centroid
Santiago De Queretaro,santiago de queretaro,Querétaro,20.5888,-100.3899,state_centroid
Sta Rosa Jauregui,sta rosa jauregui,Querétaro,20.5888,-100.3899,state_centroid
Sta Rosa Juaregui,sta rosa juaregui,Querétaro,20.5888,-100.3899,state_centroid
Tolimán,toliman,Querétaro,20.5888,-100.3899,state_centroid
Villa Corregidora,villa corregidora,Querétaro,20.5888,-100.3899,state_centroid
Villa De Corregidora,villa de corregidora,Querétaro,20.5888,-100.3899,state_centroid
Bacalar,bacalar,Quintana Roo,19.1817,-88.4791,state_centroid
Benito Juarez,benito juarez,Quintana Roo,21.1619,-86.8515,municipio_seat
Cancun,cancun,Quintana Roo,21.1619,-86.8515,municipio_seat
"Cancun, Benito Juarez",cancun benito juarez,Quintana Roo,19.1817,-88.4791,state_centroid
Chetumal,chetumal,Quintana Roo,19.1817,-88.4791,state_centroid
Cozumel,cozumel,Quintana Roo,19.1817,-88.4791,state_centroid
Felipe Carrillo Puerto,felipe carrillo puerto,Quintana Roo,19.1817,-88.4791,state_centroid
Isla Mujeres,isla mujeres,Quintana Roo,19.1817,-88.4791,state_centroid
Joaquin Zetina Gasca,joaquin zetina gasca,Quintana Roo,19.1817,-88.4791,state_centroid
José María Morelos,jose maria morelos,Quintana Roo,19.1817,-88.4791,state_centroid
Lázaro Cárdenas,lazaro cardenas,Quintana Roo,19.1817,-88.4791,state_centroid
Othon P. Blanco,othon p blanco,Quintana Roo,19.1817,-88.4791,state_centroid
Othon P Blanco. Chetumal,othon p blanco chetumal,Quintana Roo,19.1817,-88.4791,state_centroid
Playa Del Carmen,playa del carmen,Quintana Roo,19.1817,-88.4791,state_centroid
Puerto Morelos,puerto morelos,Quintana Roo,19.1817,-88.4791,state_centroid
Solidaridad,solidaridad,Quintana Roo,19.1817,-88.4791,state_centroid
Tulum,tulum,Quintana Roo,19.1817,-88.4791,state_centroid
Cd Valles,cd valles,San Luis Potosí,22.1565,-100.9855,state_centroid
CEDRAL,cedral,San Luis Potosí,22.1565,-100.9855,state_centroid
Cerritos,cerritos,San Luis Potosí,22.1565,-100.9855,state_centroid
Charcas,charcas,San Luis Potosí,22.1565,-100.9855,state_centroid
Ciudad Valles,ciudad valles,San Luis Potosí,22.1565,-100.9855,state_centroid
Delegacion Villa De Pozos,delegacion villa de pozos,San Luis Potosí,22.1565,-100.9855,state_centroid
GUADALCÁZAR,guadalcazar,San Luis Potosí,22.1565,-100.9855,state_centroid
Laguna De San Vicente,laguna de san vicente,San Luis Potosí,22.1565,-100.9855,state_centroid
Matehuala,matehuala,San Luis Potosí,22.1565,-100.9855,state_centroid
Mexquitic De Carmona,mexquitic de carmona,San Luis Potosí,22.1565,-100.9855,state_centroid
Moctezuma,moctezuma,San Luis Potosí,22.1565,-100.9855,state_centroid
Río Verde,rio verde,San Luis Potosí,22.1565,-100.9855,state_centroid
RIOVERDE,rioverde,San Luis Potosí,22.1565,-100.9855,state_centroid
San Luis,san luis,San Luis Potosí,22.1565,-100.9855,state_centroid
San Luis Postosi,san luis postosi,San Luis Potosí,22.1565,-100.9855,state_centroid
San Luis Potosí,san luis potosi,San Luis Potosí,22.1565,-100.9855,municipio_seat
San Lus Potosi,san lus potosi,San Luis Potosí,22.1565,-100.9855,state_centroid
Santa Rita,santa rita,San Luis Potosí,22.1565,-100.9855,state_centroid
Santo Domingo,santo domingo,San Luis Potosí,22.1565,-100.9855,state_centroid
Soledad De Graciano,soledad de graciano,San Luis Potosí,22.1565,-100.9855,state_centroid
Soledad De Graciano Sanchez,soledad de graciano sanchez,San Luis Potosí,22.1565,-100.9855,state_centroid
Tamazunchale,tamazunchale,San Luis Potosí,21.26,-98.79,municipio_seat
Tamuin,tamuin,San Luis Potosí,22.1565,-100.9855,state_centroid
Vanegas,vanegas,San Luis Potosí,22.1565,-100.9855,state_centroid
Venado,venado,San Luis Potosí,22.1565,-100.9855,state_centroid
"Venado, San Luis Potosí",venado san luis potosi,San Luis Potosí,22.1565,-100.9855,state_centroid
Villa De Arista,villa de arista,San Luis Potosí,22.1565,-100.9855,state_centroid
Villa De Arriaga,villa de arriaga,San Luis Potosí,22.1565,-100.9855,state_centroid
"Villa De Arriaga, Villa De Reyes",villa de arriaga villa de reyes,San Luis Potosí,22.1565,-100.9855,state_centroid
VILLA DE LA PAZ,villa de la paz,San Luis Potosí,22.1565,-100.9855,state_centroid
Villa De Pozos,villa de pozos,San Luis Potosí,22.1565,-100.9855,state_centroid
Villa De Ramos,villa de ramos,San Luis Potosí,22.1565,-100.9855,state_centroid
Villa De Ramos Y Santo Domingo,villa de ramos y santo domingo,San Luis Potosí,22.1565,-100.9855,state_centroid
Villa De Reyes,villa de reyes,San Luis Potosí,21.803,-100.934,municipio_seat
Villa De Zaragoza,villa de zaragoza,San Luis Potosí,22.1565,-100.9855,state_centroid
Villa Reyes,villa reyes,San Luis Potosí,21.803,-100.934,municipio_seat
Zaragoza,zaragoza,San Luis Potosí,22.1565,-100.9855,state_centroid
Ahome,ahome,Sinaloa,25.1721,-107.4795,state_centroid
Ahome Los Mochis,ahome los mochis,Sinaloa,25.1721,-107.4795,state_centroid
Badiraguato,badiraguato,Sinaloa,25.1721,-107.4795,state_centroid
Concordia,concordia,Sinaloa,25.1721,-107.4795,state_centroid
Cosalá,cosala,Sinaloa,25.1721,-107.4795,state_centroid
Cualiacan,cualiacan,Sinaloa,25.1721,-107.4795,state_centroid
Culiacán,culiacan,Sinaloa,24.8091,-107.394,municipio_seat
Culican,culican,Sinaloa,25.1721,-107.4795,state_centroid
"Ejido El Castillo, Mazatlán",ejido el castillo mazatlan,Sinaloa,25.1721,-107.4795,state_centroid
El Fuerte,el fuerte,Sinaloa,25.1721,-107.4795,state_centroid
Guamuchil,guamuchil,Sinaloa,25.1721,-107.4795,state_centroid
Guasave,guasave,Sinaloa,25.1721,-107.4795,state_centroid
Los Mochis,los mochis,Sinaloa,25.1721,-107.4795,state_centroid
Mazatlan,mazatlan,Sinaloa,23.2494,-106.4111,municipio_seat
MAZATLÁN SINALOA,mazatlan sinaloa,Sinaloa,25.1721,-107.4795,state_centroid
Mocorito,mocorito,Sinaloa,25.1721,-107.4795,state_centroid
Navolato,navolato,Sinaloa,25.1721,-107.4795,state_centroid
Rosario,rosario,Sinaloa,25.1721,-107.4795,state_centroid
Salvador Alvarado,salvador alvarado,Sinaloa,25.1721,-107.4795,state_centroid
San Blas,san blas,Sinaloa,25.1721,-107.4795,state_centroid
San Ignacio,san ignacio,Sinaloa,25.1721,-107.4795,state_centroid
SINALOA,sinaloa,Sinaloa,25.1721,-107.4795,state_centroid
Sinaloa De Leyva,sinaloa de leyva,Sinaloa,25.1721,-107.4795,state_centroid
Agua Prieta,agua prieta,Sonora,31.33,-109.548,municipio_seat
Aguaprieta,aguaprieta,Sonora,29.2972,-110.3309,state_centroid
Alamos,alamos,Sonora,29.2972,-110.3309,state_centroid
Bacum,bacum,Sonora,29.2972,-110.3309,state_centroid
"Bácum, Ciudad Obregón",bacum ciudad obregon,Sonora,29.2972,-110.3309,state_centroid
"Bacum, Sonora",bacum sonora,Sonora,29.2972,-110.3309,state_centroid
Benjamín Hill,benjamin hill,Sonora,29.2972,-110.3309,state_centroid
Caborca,caborca,Sonora,29.2972,-110.3309,state_centroid
Cajeme,cajeme,Sonora,27.486,-109.931,municipio_seat
Cajeme - Cd. Obregón,cajeme cd obregon,Sonora,29.2972,-110.3309,state_centroid
Cananea,cananea,Sonora,29.2972,-110.3309,state_centroid
Carbo,carbo,Sonora,29.2972,-110.3309,state_centroid
Cd. Obregón,cd obregon,Sonora,29.2972,-110.3309,state_centroid
Ciudad Obregón,ciudad obregon,Sonora,29.2972,-110.3309,state_centroid
CUMPAS,cumpas,Sonora,29.2972,-110.3309,state_centroid
Ej Juan Alvarez,ej juan alvarez,Sonora,29.2972,-110.3309,state_centroid
El Novillo,el novillo,Sonora,29.2972,-110.3309,state_centroid
Empalme,empalme,Sonora,27.961,-110.814,municipio_seat
Guaymas,guaymas,Sonora,29.2972,-110.3309,state_centroid
H. Caborca,h caborca,Sonora,29.2972,-110.3309,state_centroid
Hermosilla,hermosilla,Sonora,29.2972,-110.3309,state_centroid
Hermosillo,hermosillo,Sonora,29.0729,-110.9559,municipio_seat
Heroica Caboraca,heroica caboraca,Sonora,29.2972,-110.3309,state_centroid
Heroica Caborca,heroica caborca,Sonora,29.2972,-110.3309,state_centroid
Heroica Guaymas,heroica guaymas,Sonora,29.2972,-110.3309,state_centroid
Huatabampo,huatabampo,Sonora,29.2972,-110.3309,state_centroid
La Colorada,la colorada,Sonora,29.2972,-110.3309,state_centroid
Magdalena De Kino,magdalena de kino,Sonora,29.2972,-110.3309,state_centroid
Municipio De Cajeme,municipio de cajeme,Sonora,29.2972,-110.3309,state_centroid
Nacozari De Garcia,nacozari de garcia,Sonora,29.2972,-110.3309,state_centroid
Navojoa,navojoa,Sonora,29.2972,-110.3309,state_centroid
Nogales,nogales,Sonora,31.3086,-110.9422,municipio_seat
Pitiquito,pitiquito,Sonora,29.2972,-110.3309,state_centroid
Pitiquito Comisaria De Puerto De Libertad,pitiquito comisaria de puerto de libertad,Sonora,29.2972,-110.3309,state_centroid
Pitiquito Comisaria De Puerto Libertad,pitiquito comisaria de puerto libertad,Sonora,29.2972,-110.3309,state_centroid
"Pueblo Yaqui, Ciudad Obregón",pueblo yaqui ciudad obregon,Sonora,29.2972,-110.3309,state_centroid
"Puerto Libertad, Pitiquito",puerto libertad pitiquito,Sonora,29.2972,-110.3309,state_centroid
Puerto Peñasco,puerto penasco,Sonora,31.317,-113.533,municipio_seat
Sahuaripa,sahuaripa,Sonora,29.2972,-110.3309,state_centroid
San Ignacio Rio Muerto,san ignacio rio muerto,Sonora,29.2972,-110.3309,state_centroid
San Luis De Rio Colorado,san luis de rio colorado,Sonora,29.2972,-110.3309,state_centroid
San Luis Rio Colorado,san luis rio colorado,Sonora,32.454,-114.772,municipio_seat
Santa Ana,santa ana,Sonora,29.2972,-110.3309,state_centroid
Santa Cruz,santa cruz,Sonora,29.2972,-110.3309,state_centroid
SOYOPA,soyopa,Sonora,29.2972,-110.3309,state_centroid
Trincheras,trincheras,Sonora,29.2972,-110.3309,state_centroid
Triunfo Santa Rosa,triunfo santa rosa,Sonora,29.2972,-110.3309,state_centroid
Ures,ures,Sonora,29.2972,-110.3309,state_centroid
Cárdenas,cardenas,Tabasco,17.8409,-92.6189,state_centroid
Centro,centro,Tabasco,17.9892,-92.9281,municipio_seat
Centro (Ciudad Villahermosa),centro ciudad villahermosa,Tabasco,17.8409,-92.6189,state_centroid
Centro Tabasco,centro tabasco,Tabasco,17.8409,-92.6189,state_centroid
"Ciudad Pemex, Macuspana",ciudad pemex macuspana,Tabasco,17.8409,-92.6189,state_centroid
COMALCALCO,comalcalco,Tabasco,17.8409,-92.6189,state_centroid
Cunduacán,cunduacan,Tabasco,17.8409,-92.6189,state_centroid
Huimanguillo,huimanguillo,Tabasco,17.8409,-92.6189,state_centroid
Macuspana,macuspana,Tabasco,17.8409,-92.6189,state_centroid
Municipio Del Centro,municipio del centro,Tabasco,17.8409,-92.6189,state_centroid
Paraiso,paraiso,Tabasco,17.8409,-92.6189,state_centroid
Villahermosa,villahermosa,Tabasco,17.9892,-92.9281,municipio_seat
Villahermosa Centro,villahermosa centro,Tabasco,17.8409,-92.6189,state_centroid
Altamira,altamira,Tamaulipas,22.393,-97.938,municipio_seat
Casas,casas,Tamaulipas,24.2669,-98.8363,state_centroid
Cd. Victoria,cd victoria,Tamaulipas,24.2669,-98.8363,state_centroid
Ciudad Madero,ciudad madero,Tamaulipas,24.2669,-98.8363,state_centroid
Ciudad Mante,ciudad mante,Tamaulipas,24.2669,-98.8363,state_centroid
Ciudad Victoria,ciudad victoria,Tamaulipas,23.7369,-99.1411,municipio_seat
Cruillas,cruillas,Tamaulipas,24.2669,-98.8363,state_centroid
EL MANTE,el mante,Tamaulipas,24.2669,-98.8363,state_centroid
Gãœemez,ga emez,Tamaulipas,24.2669,-98.8363,state_centroid
GONZÁLEZ,gonzalez,Tamaulipas,24.2669,-98.8363,state_centroid
Güémez,guemez,Tamaulipas,24.2669,-98.8363,state_centroid
H. Matamoros,h matamoros,Tamaulipas,25.869,-97.502,municipio_seat
JIMÉNEZ,jimenez,Tamaulipas,24.2669,-98.8363,state_centroid
Llera,llera,Tamaulipas,24.2669,-98.8363,state_centroid
Llera De Canales,llera de canales,Tamaulipas,24.2669,-98.8363,state_centroid
Madero,madero,Tamaulipas,24.2669,-98.8363,state_centroid
Matamoros,matamoros,Tamaulipas,25.869,-97.502,municipio_seat
Mendez,mendez,Tamaulipas,25.117,-98.587,municipio_seat
Mier,mier,Tamaulipas,24.2669,-98.8363,state_centroid
Municipio De Altamira,municipio de altamira,Tamaulipas,24.2669,-98.8363,state_centroid
Nuevo Laredo,nuevo laredo,Tamaulipas,27.486,-99.507,municipio_seat
Reynosa,reynosa,Tamaulipas,26.0508,-98.2975,municipio_seat
Rio Bravo,rio bravo,Tamaulipas,24.2669,-98.8363,state_centroid
San Carlos,san carlos,Tamaulipas,24.2669,-98.8363,state_centroid
San Fernando,san fernando,Tamaulipas,24.2669,-98.8363,state_centroid
Soto La Marina,soto la marina,Tamaulipas,24.2669,-98.8363,state_centroid
Tampico,tampico,Tamaulipas,22.233,-97.861,municipio_seat
Valle Hermoso,valle hermoso,Tamaulipas,24.2669,-98.8363,state_centroid
Victoria,victoria,Tamaulipas,24.2669,-98.8363,state_centroid
Villagran,villagran,Tamaulipas,24.2669,-98.8363,state_centroid
Apetatitlán De Antonio Carvajal,apetatitlan de antonio carvajal,Tlaxcala,19.3182,-98.2375,state_centroid
Atlangatepec,atlangatepec,Tlaxcala,19.3182,-98.2375,state_centroid
ATLTZAYANCA,atltzayanca,Tlaxcala,19.3182,-98.2375,state_centroid
Calpulalpan,calpulalpan,Tlaxcala,19.3182,-98.2375,state_centroid
Coyoacan,coyoacan,Tlaxcala,19.3182,-98.2375,state_centroid
De La Magdalena Tlatelulco,de la magdalena tlatelulco,Tlaxcala,19.3182,-98.2375,state_centroid
Huamantla,huamantla,Tlaxcala,19.3182,-98.2375,state_centroid
Hueyotlipan,hueyotlipan,Tlaxcala,19.47,-98.35,municipio_seat
Ixtacuixtla De M. De Matamoros,ixtacuixtla de m de matamoros,Tlaxcala,19.3182,-98.2375,state_centroid
Ixtacuixtla De Mariano Matamoros,ixtacuixtla de mariano matamoros,Tlaxcala,19.3182,-98.2375,state_centroid
La Magdalena Tlaltelulco,la magdalena tlaltelulco,Tlaxcala,19.3182,-98.2375,state_centroid
La Magdalena Tlateluco,la magdalena tlateluco,Tlaxcala,19.3182,-98.2375,state_centroid
La Magdalena Tlatelulco,la magdalena tlatelulco,Tlaxcala,19.3182,-98.2375,state_centroid
Municipio De Calpulalpan,municipio de calpulalpan,Tlaxcala,19.3182,-98.2375,state_centroid
Panzacola,panzacola,Tlaxcala,19.3182,-98.2375,state_centroid
PAPALOTLA DE XICOHTÉNCATL,papalotla de xicohtencatl,Tlaxcala,19.3182,-98.2375,state_centroid
San Cosme Xalostoc,san cosme xalostoc,Tlaxcala,19.3182,-98.2375,state_centroid
San Luis Teolocholco,san luis teolocholco,Tlaxcala,19.3182,-98.2375,state_centroid
SAN MARCOS CONTLA,san marcos contla,Tlaxcala,19.3182,-98.2375,state_centroid
Santa Isabel Xiloxoxtla,santa isabel xiloxoxtla,Tlaxcala,19.3182,-98.2375,state_centroid
Santiago Tetla,santiago tetla,Tlaxcala,19.3182,-98.2375,state_centroid
TEOLOCHOLCO,teolocholco,Tlaxcala,19.3182,-98.2375,state_centroid
Tepetitla De Lardizábal,tepetitla de lardizabal,Tlaxcala,19.3182,-98.2375,state_centroid
TERRENATE,terrenate,Tlaxcala,19.3182,-98.2375,state_centroid
Tetla,tetla,Tlaxcala,19.3182,-98.2375,state_centroid
Tetla De La Solidaridad,tetla de la solidaridad,Tlaxcala,19.3182,-98.2375,state_centroid
Tlaxcala,tlaxcala,Tlaxcala,19.3182,-98.2375,municipio_seat
Tlaxco,tlaxco,Tlaxcala,19.3182,-98.2375,state_centroid
VILLA ALTA,villa alta,Tlaxcala,19.3182,-98.2375,state_centroid
Xalostoc,xalostoc,Tlaxcala,19.3182,-98.2375,state_centroid
Xaloztoc,xaloztoc,Tlaxcala,19.3182,-98.2375,state_centroid
Xicohtzinco,xicohtzinco,Tlaxcala,19.3182,-98.2375,state_centroid
Yauhquemehcan,yauhquemehcan,Tlaxcala,19.3182,-98.2375,state_centroid
Zitlaltepec De Trinidad Sanchez,zitlaltepec de trinidad sanchez,Tlaxcala,19.3182,-98.2375,state_centroid
Acayucan,acayucan,Veracruz,19.1738,-96.1342,state_centroid
ÁLAMO TEMAPACHE,alamo temapache,Veracruz,19.1738,-96.1342,state_centroid
Alvarado,alvarado,Veracruz,19.1738,-96.1342,state_centroid
AMATLAN DE LOS REYES,amatlan de los reyes,Veracruz,19.1738,-96.1342,state_centroid
Apazapan,apazapan,Veracruz,19.1738,-96.1342,state_centroid
Boca Del Rio,boca del rio,Veracruz,19.1738,-96.1342,state_centroid
Chocaman,chocaman,Veracruz,19.1738,-96.1342,state_centroid
COATEPEC,coatepec,Veracruz,19.1738,-96.1342,state_centroid
Coatzacoalcos,coatzacoalcos,Veracruz,18.1342,-94.4589,municipio_seat
Córdoba,cordoba,Veracruz,19.1738,-96.1342,state_centroid
Cosamaloapan De Carpio,cosamaloapan de carpio,Veracruz,19.1738,-96.1342,state_centroid
COTAXTLA,cotaxtla,Veracruz,19.1738,-96.1342,state_centroid
Cuichapa,cuichapa,Veracruz,19.1738,-96.1342,state_centroid
Cuitláhuac,cuitlahuac,Veracruz,19.1738,-96.1342,state_centroid
El Higo,el higo,Veracruz,19.1738,-96.1342,state_centroid
Fortín,fortin,Veracruz,19.1738,-96.1342,state_centroid
Fortín De Las Flores,fortin de las flores,Veracruz,19.1738,-96.1342,state_centroid
Ixhuatlan Del Sureste,ixhuatlan del sureste,Veracruz,19.1738,-96.1342,state_centroid
Ixtaczoquitlán,ixtaczoquitlan,Veracruz,19.1738,-96.1342,state_centroid
Jáltipan,jaltipan,Veracruz,19.1738,-96.1342,state_centroid
LA ANTIGUA,la antigua,Veracruz,19.1738,-96.1342,state_centroid
Las Choapas,las choapas,Veracruz,19.1738,-96.1342,state_centroid
LAS MINAS,las minas,Veracruz,19.1738,-96.1342,state_centroid
MANLIO FABIO ALTAMIRANO,manlio fabio altamirano,Veracruz,19.1738,-96.1342,state_centroid
Martinez De La Torre,martinez de la torre,Veracruz,19.1738,-96.1342,state_centroid
Medellín,medellin,Veracruz,19.1738,-96.1342,state_centroid
Medellín De Bravo,medellin de bravo,Veracruz,19.1738,-96.1342,state_centroid
Minatilan,minatilan,Veracruz,19.1738,-96.1342,state_centroid
Minatitlán,minatitlan,Veracruz,19.1738,-96.1342,state_centroid
Moloacán,moloacan,Veracruz,19.1738,-96.1342,state_centroid
Nanchital,nanchital,Veracruz,19.1738,-96.1342,state_centroid
Nanchital De Lázaro Cárdenas,nanchital de lazaro cardenas,Veracruz,19.1738,-96.1342,state_centroid
OLUTA,oluta,Veracruz,19.1738,-96.1342,state_centroid
Orizaba,orizaba,Veracruz,19.1738,-96.1342,state_centroid
Ozuluama De Mascareñas,ozuluama de mascarenas,Veracruz,19.1738,-96.1342,state_centroid
Panuco,panuco,Veracruz,19.1738,-96.1342,state_centroid
PAPANTLA,papantla,Veracruz,19.1738,-96.1342,state_centroid
PARAJE NUEVO,paraje nuevo,Veracruz,19.1738,-96.1342,state_centroid
Paso De Ovejas,paso de ovejas,Veracruz,19.1738,-96.1342,state_centroid
Perote,perote,Veracruz,19.1738,-96.1342,state_centroid
POZA RICA DE HIDALGO,poza rica de hidalgo,Veracruz,19.1738,-96.1342,state_centroid
PUENTE NACIONAL,puente nacional,Veracruz,19.1738,-96.1342,state_centroid
RAFAEL DELGADO,rafael delgado,Veracruz,19.1738,-96.1342,state_centroid
Río Blanco,rio blanco,Veracruz,18.83,-97.156,municipio_seat
SAN JUAN EVANGELISTA,san juan evangelista,Veracruz,19.1738,-96.1342,state_centroid
SAYULA DE ALEMÁN,sayula de aleman,Veracruz,19.1738,-96.1342,state_centroid
SOLEDAD DE DOBLADO,soledad de doblado,Veracruz,19.1738,-96.1342,state_centroid
Tatatila,tatatila,Veracruz,19.1738,-96.1342,state_centroid
Tejeria,tejeria,Veracruz,19.1738,-96.1342,state_centroid
Texistepec,texistepec,Veracruz,19.1738,-96.1342,state_centroid
Tierra Blanca,tierra blanca,Veracruz,19.1738,-96.1342,state_centroid
TLALIXCOYAN,tlalixcoyan,Veracruz,19.1738,-96.1342,state_centroid
Tlapacoyan,tlapacoyan,Veracruz,19.1738,-96.1342,state_centroid
TRAPICHE MEZA,trapiche meza,Veracruz,19.1738,-96.1342,state_centroid
Tuxpan,tuxpan,Veracruz,20.957,-97.407,municipio_seat
Tuxpan De Rodríguez,tuxpan de rodriguez,Veracruz,19.1738,-96.1342,state_centroid
Tuxpan De Rodriguez Cano,tuxpan de rodriguez cano,Veracruz,20.957,-97.407,municipio_seat
Venta Parada,venta parada,Veracruz,19.1738,-96.1342,state_centroid
Veracruz,veracruz,Veracruz,19.1738,-96.1342,municipio_seat
"Veracruz , Llave",veracruz llave,Veracruz,19.1738,-96.1342,state_centroid
Xalapa,xalapa,Veracruz,19.5438,-96.9102,municipio_seat
YANGA,yanga,Veracruz,19.1738,-96.1342,state_centroid
Zona Industrial Cangrejera,zona industrial cangrejera,Veracruz,19.1738,-96.1342,state_centroid
ABALÁ,abala,Yucatán,20.7099,-89.0943,state_centroid
Acancech,acancech,Yucatán,20.7099,-89.0943,state_centroid
Acanceh,acanceh,Yucatán,20.7099,-89.0943,state_centroid
Buctzotz,buctzotz,Yucatán,20.7099,-89.0943,state_centroid
Calotmul,calotmul,Yucatán,20.7099,-89.0943,state_centroid
Cansahcab,cansahcab,Yucatán,20.7099,-89.0943,state_centroid
Cenotillo,cenotillo,Yucatán,20.7099,-89.0943,state_centroid
Chemax,chemax,Yucatán,20.7099,-89.0943,state_centroid
CHICXULUB PUEBLO,chicxulub pueblo,Yucatán,20.7099,-89.0943,state_centroid
Conkal,conkal,Yucatán,20.7099,-89.0943,state_centroid
Cuncunul,cuncunul,Yucatán,20.7099,-89.0943,state_centroid
Dzidzantun,dzidzantun,Yucatán,20.7099,-89.0943,state_centroid
Dzilam Bravo Y Dzilam González,dzilam bravo y dzilam gonzalez,Yucatán,20.7099,-89.0943,state_centroid
Dzilam De Bravo,dzilam de bravo,Yucatán,20.7099,-89.0943,state_centroid
Dzilam Gonzalez,dzilam gonzalez,Yucatán,20.7099,-89.0943,state_centroid
Hunucmá,hunucma,Yucatán,20.7099,-89.0943,state_centroid
Ixil,ixil,Yucatán,20.7099,-89.0943,state_centroid
Izamal,izamal,Yucatán,20.7099,-89.0943,state_centroid
Kanasin,kanasin,Yucatán,20.7099,-89.0943,state_centroid
KOPOMÁ,kopoma,Yucatán,20.7099,-89.0943,state_centroid
Mérida,merida,Yucatán,20.9674,-89.5926,municipio_seat
Mocochá,mococha,Yucatán,20.7099,-89.0943,state_centroid
Motul,motul,Yucatán,20.7099,-89.0943,state_centroid
Muna,muna,Yucatán,20.7099,-89.0943,state_centroid
Opichen,opichen,Yucatán,20.7099,-89.0943,state_centroid
Panabá,panaba,Yucatán,20.7099,-89.0943,state_centroid
Peto,peto,Yucatán,20.7099,-89.0943,state_centroid
Progreso,progreso,Yucatán,21.283,-89.662,municipio_seat
Progreso De Castro,progreso de castro,Yucatán,20.7099,-89.0943,state_centroid
Río Lagartos,rio lagartos,Yucatán,20.7099,-89.0943,state_centroid
Sacalum,sacalum,Yucatán,20.7099,-89.0943,state_centroid
Sucila,sucila,Yucatán,20.7099,-89.0943,state_centroid
Suma,suma,Yucatán,20.7099,-89.0943,state_centroid
Tekax,tekax,Yucatán,20.7099,-89.0943,state_centroid
Temax,temax,Yucatán,20.7099,-89.0943,state_centroid
Ticul,ticul,Yucatán,20.7099,-89.0943,state_centroid
Tixmehuac,tixmehuac,Yucatán,20.7099,-89.0943,state_centroid
Tixpehual,tixpehual,Yucatán,20.7099,-89.0943,state_centroid
Tizimin,tizimin,Yucatán,20.7099,-89.0943,state_centroid
Tunkás,tunkas,Yucatán,20.7099,-89.0943,state_centroid
Uayma,uayma,Yucatán,20.7099,-89.0943,state_centroid
Ucu,ucu,Yucatán,20.7099,-89.0943,state_centroid
Uman,uman,Yucatán,20.7099,-89.0943,state_centroid
Valladolid,valladolid,Yucatán,20.689,-88.202,municipio_seat
YAXCABÁ,yaxcaba,Yucatán,20.7099,-89.0943,state_centroid
Calera,calera,Zacatecas,22.7709,-102.5832,state_centroid
Chalchihuites,chalchihuites,Zacatecas,22.7709,-102.5832,state_centroid
Concepción Del Oro,concepcion del oro,Zacatecas,22.7709,-102.5832,state_centroid
Cuauhtemoc,cuauhtemoc,Zacatecas,22.7709,-102.5832,state_centroid
Fresnillo,fresnillo,Zacatecas,23.175,-102.867,municipio_seat
GENERAL ENRIQUE ESTRADA,general enrique estrada,Zacatecas,22.7709,-102.5832,state_centroid
General Pánfilo Natera,general panfilo natera,Zacatecas,22.7709,-102.5832,state_centroid
Guadalupe,guadalupe,Zacatecas,22.7709,-102.5832,state_centroid
Mazapil,mazapil,Zacatecas,22.7709,-102.5832,state_centroid
Morelos,morelos,Zacatecas,22.7709,-102.5832,state_centroid
Ojo Caliente,ojo caliente,Zacatecas,22.7709,-102.5832,state_centroid
Ojocaliente,ojocaliente,Zacatecas,22.7709,-102.5832,state_centroid
Pinos,pinos,Zacatecas,22.7709,-102.5832,state_centroid
