municipio,municipio_key,estado,lat,lon,geo_source
Sain Alto,sain alto,Zacatecas,22.7709,-102.5832,state_centroid
VETAGRANDE,vetagrande,Zacatecas,22.7709,-102.5832,state_centroid
Víctor Rosales,victor rosales,Zacatecas,22.7709,-102.5832,state_centroid
Villa De Cos,villa de cos,Zacatecas,22.7709,-102.5832,state_centroid
Villa De Coss,villa de coss,Zacatecas,22.7709,-102.5832,state_centroid
Villa Del Cos,villa del cos,Zacatecas,22.7709,-102.5832,state_centroid
Villa Gonzalez Ortega,villa gonzalez ortega,Zacatecas,22.7709,-102.5832,state_centroid
Zacatecas,zacatecas,Zacatecas,22.7709,-102.5832,municipio_seat
"Zacatecas, Guadalupe, Genaro Codina Y Villanueva",zacatecas guadalupe genaro codina y villanueva,Zacatecas,22.7709,-102.5832,state_centroid
Acuña,acuna,,,,unlocated
Altar,altar,,,,unlocated
Azcapotzalco,azcapotzalco,,,,unlocated
Baja California,baja california,,,,unlocated
Brownsville,brownsville,,,,unlocated
Castaños,castanos,,,,unlocated
Coahuila De Zaragoza,coahuila de zaragoza,,,,unlocated
"Guadalupe, Nuevo León",guadalupe nuevo leon,,,,unlocated
Jocotitlán,jocotitlan,,,,unlocated
León,leon,,,,unlocated
Los Cabos Baja California Sur,los cabos baja california sur,,,,unlocated
San Luis Potosã¬,san luis potosa,,,,unlocated
San Nicolas De Los Garza,san nicolas de los garza,,,,unlocated
San Pedro Garza García,san pedro garza garcia,,,,unlocated
Villa De Reyes,villa de reyes,,,,unlocated
