,,"Permisos Vigentes de Generación, Importación y Exportación de Energía Eléctrica",,,,,,,,,,,,,,,
,,Comisión Reguladora de Energía / Unidad de Electricidad,,,,,,,,,,,,,,,
,,Actualización: 28 de febrero de 2025,,,,,,,,,,,,,,,
Num,Permisionario,Modalidad,Fecha de Otorgamiento,Número de Permiso,Capacidad Autorizada (MW),Generación Estimada (GWh/Año),Inversion Estimada (Millones de Dólares),Fecha de Entrada en Operación,Energético Primario,Actividad Economica,Tecnología,Estado Actual,Entidad Federativa,Dirección,Empresa Líder,País de Origen,Subasta
494,"Parque Solar Santa María, S.A.P.I. de C.V.",GEN.,11/11/2014,E/1220/GEN/2014,166.00,384.00,$249.00,28/02/2019,Sol,Generador,Fotovoltaica,En operación,Chihuahua,"kilómetro 384 de la Carretera 10, tramo Chihuahua-Nuevo Casas Grandes, 31870, Galeana, Chihuahua.",Fisterra Energy,España,Subasta 2
495,"KUO, S.A.B. de C.V.",AUT.,11/11/2014,E/1221/AUT/2014,1.06,6.75,$0.95,14/04/2016,Gas Natural,Agricultura y Ganadería,Combustión Interna,En operación,Yucatán,"Calle Tablaje Catastral números 1035 y 1039, Colonia Centro, 97390, Umán, Yucatán",Nutrimentos GPM,México,
496,"FV Mexsolar II, S. A. P. I. de C. V.",GEN.,20/11/2014,E/1223/GEN/2014,30.00,71.60,$45.00,13/12/2018,Sol,Pequeño Productor,Fotovoltaica,En operación,Guanajuato,"Predio Rústico San
Antonio, carretera San Miguel-Doctor Mora, Los Rodríguez, San Miguel Allende,
Guanajuato","Gestamp Asetym Solar, S. L.",España,Subasta 2
497,"Torreoncitos Solar PV, S. A. de C. V.",GEN.,20/11/2014,E/1225/GEN/2014,30.00,71.00,$45.00,01/06/2018,Sol,Pequeño Productor,Fotovoltaica,En operación,Chihuahua,"kilómetro 53.4 de la carretera federal 69, Colonia Agrícola, Torreoncitos, Jiménez, Chihuahua.","Progressum Energy Developments, S. L. U.",España,
498,"Sistemas Energéticos Sisa, S. A. de C. V.",COG.,20/11/2014,E/1227/COG/2014,64.00,518.00,$57.60,20/05/2015,Gas Natural,Industrias Diversas,Cogeneración,En operación,Veracruz,"Complejo Industrial Pajaritos s/n, 96400, Coatzacoalcos, Veracruz",Industria Química del Istmo,México,
499,"Iberdrola Cogeneración Ramos, S. A. de C. V.",COG.,20/11/2014,E/1228/COG/2014,60.10,443.01,$56.76,01/05/2016,Gas Natural,Industrias Diversas,Cogeneración Eficiente,En operación,Coahuila,"kilómetro 21.4 de la Carretera Monterrey-Saltillo, 25900, Ramos Arizpe, Coahuila.",Iberdrola,España,
500,"Clarum Energy, S. A. de C. V.",COG.,24/11/2014,E/1222/COG/2014,2.56,21.30,$2.30,01/04/2016,Gas Natural,Industrias Diversas,Combustión Interna,En operación,Durango,"Calzada Tecnológico 1055 Ote., Col. Centro, 35150, Lerdo, Durango.",CMT de la Laguna,México,
501,"Beiersdorf Manufacturing México, S. A. de C. V.",GEN.,27/11/2014,E/1231/GEN/2014,1.75,11.46,$1.58,25/06/2018,Gas Natural,Manufacturero,Combustión Interna,En operación,Guanajuato,"Circuito San Roque Norte, Santa Fe II, Lotes 56-58, Parque Industrial
Puerto Interior, 36275, Silao, Guanajuato.",Beiersdorf,Alemania,
502,"Central LFGE León, S. de R. L. de C. V.",AUT.,27/11/2014,E/1234/AUT/2014,2.80,22.40,$2.52,01/08/2019,Biogás,Industrias Diversas,Bioenergía,En operación,Guanajuato,"Relleno
Sanitario El Verde, kilómetro 15.5 de la Carretera Lagos de Moreno, León,
Guanajuato.",Axtel,México,
503,"Central LFGE García, S. de R. L. de C. V.",GEN.,27/11/2014,E/1235/GEN/2014,1.00,24.00,$2.70,28/06/2024,Biogás,Industrias Diversas,Bioenergía,En operación,Nuevo León,"Carretera Villa de Garcia, C.P. 6003, García, Nuevo León.",Axtel,México,
504,"Proveedor de Alimentos y Restaurantero de Jalisco, S. A. de C. V.",AUT.,27/11/2014,E/1236/AUT/2014,1.00,0.42,$0.90,11/12/2014,Diésel,Turismo,Combustión Interna,En construcción,Baja California,"Boulevard
Lázaro Cárdenas número 1599, Colonia Rancho La Bodega, 21379, Mexicali,
Baja California.","Proveedor de Alimentos y Restaurantero de Jalisco, S. A. de C. V.",México,
505,"Enersi, S. A. de C. V., Central Puebla",P.P.,04/12/2014,E/1243/PP/2014,19.00,104.48,$28.50,05/04/2016,Agua,Pequeño Productor,Hidroeléctrica,En construcción,Puebla,"Predio Rústico Sazapota s/n, 73540, Xochitlan, Puebla","Sea Star, S. A. de C. V.",México,
506,"Energía Infra, S. A. P. I. de C. V.",COG.,04/12/2014,E/1245/COG/2014,144.95,1206.30,$144.23,01/01/2017,Gas Natural,Industrias Diversas,Cogeneración,En operación,Veracruz,"kilómetro 1.3 del camino petrolero El Chapo, Zona Industrial ""Cangrejera"", 96360, Coatzacoalcos, Veracruz.",Grupo Infra,México,
507,"Engie Eólica Tres Mesas 3, S. A. de C. V.",GEN.,04/12/2014,E/1246/GEN/2014,49.50,187.00,$99.00,24/02/2019,Viento,Generador,Eólica,En operación,Tamaulipas,"formación geológica Mesa La Sandia, en la Carretera 85 Llera de Canales-Cd.
Victoria, Llera de Canales, Tamaulipas.",Engie,Francia,Subasta 2
508,"Iusasol Base, S. A. de C. V.",AUT.,10/12/2014,E/1252/AUT/2014,0.92,1.86,$1.38,30/09/2015,Sol,Industrias Diversas,Fotovoltaica,En operación,Estado de México,"Carretera Ixtlahuaca de Rayón-Atlacomulco de Fabela, 50774, Ixtlahuaca, Estado de México","IUSA, S. A. de C. V.",México,
509,"Central Generadora Eléctrica Huinalá, S. de R. L. de C. V.",EXP.,10/12/2014,E/1255/EXP/2014,120.15,1027.52,$111.02,01/08/2016,Gas Natural,Exportación,Combustión Interna,En operación,Nuevo León,"Capri 112, colonia Parque Industrial Propark, C.P. 66670, localidad Dulces Nombres, Municipio de Pesquería, Nuevo León.",Gala Assets Corporation,Panamá,
510,"Sánchez, S. A. de C. V.",COG.,18/12/2014,E/1260/COG/2014,1.88,14.85,$1.70,01/05/2016,Gas Natural,Industrias Diversas,Cogeneración Eficiente,En operación,Ciudad de México,"Avenida Talismán 306, Colonia San Juan de Aragón Ampliación, Delegación Gustavo A. Madero, 07470, México, Ciudad de México.",Grupo Sánchez,México,
511,Secretaría de la Defensa Nacional,AUT.,18/12/2014,E/1261/AUT/2014,15.00,42.05,$30.00,31/12/2018,Viento,Gobierno,Eólica,En construcción,Oaxaca,"Base Aérea Militar 2, Gral. División P. A. Antonio Cárdenas Rodríguez s/n, 70110, Cd. lxtepec, Oaxaca.",Secretaría de la DEFENSA Nacional ,México,
512,"Tai Durango Uno, S. A. P. I. de C. V.",AUT.,15/01/2015,E/1262/AUT/2015,15.63,32.42,$54.68,31/12/2019,Sol,Industrias Diversas,Fotovoltaica,En operación,Durango,"Predio Las Animas, colonia Hidalgo, Durango, 34070, Durango","Comercializadora Farmacéutica de Chiapas, S. A. P. I. de C. V.",México,
513,"Parque Solar Coahuila, S. A. P. I. de C. V.",AUT.,15/01/2015,E/1263/AUT/2015,19.80,43.30,$29.70,01/07/2017,Sol,Industrias Diversas,Fotovoltaica,En operación,Coahuila,"Lote 3, Fraccionamiento Predio Rústico Noacan, Colonia Ejido Noacan, 27477, Matamoros, Coahuila.","Compañia Alborada de América, S. de R. L. de C. V.",España,
514,"Energía Eólica del Sur, S. A. P. I. de C. V.",AUT.,15/01/2015,E/1264/AUT/2015,396.00,1310.00,$792.00,31/12/2018,Viento,Industrias Diversas,Eólica,En operación,Oaxaca,"Carretera Coatzacoalcos—Salina Cruz, Polígonos del Espinal y del Juchitán,
Colonia Juchitán, 70000, Juchitán de Zaragoza, Oaxaca.","MMIF Controladora de Infraestructura 4, S. A. P. I. de C. V.",Países Bajos,
515,"Los Santos Solar I, S. A. P. I. de C. V.",AUT.,06/02/2015,E/1306/AUT/2015,20.00,60.55,$30.00,14/12/2016,Sol,Industrias Diversas,Fotovoltaica,En operación,Chihuahua,"Carretera 45 Chihuahua—
Miguel Ahumada, Moctezuma, Villa Ahumada, Chihuahua.","Buenavista Renewables México, S. de R. L. de C. V.",Islas Vírgenes Británicas,
516,"Energía Solar Sonorense, S. A. de C. V.",GEN.,19/02/2015,E/1329/GEN/2015,30.00,72.79,$45.00,15/06/2019,Sol,Pequeño Productor,Fotovoltaica,En operación,Chihuahua,"Carretera Federal
45, Juárez-Ahumada, kilómetro 180, código postal 32800, Ahumada,
Chihuahua.",Progressum Energy,España,
517,"Energía Eléctrica de Chihuahua, S. A. de C. V.",GEN.,19/02/2015,E/1331/GEN/2015,30.00,72.79,$45.00,15/06/2019,Sol,Pequeño Productor,Fotovoltaica,En operación,Chihuahua,"Carretera Federal
45, Juárez-Ahumada, kilómetro 180, código postal 32800, Ahumada,
Chihuahua.",Transworld solar,España,
518,"Ahumada IV Solar PV, S. A. de C. V.",GEN.,19/02/2015,E/1332/GEN/2015,30.00,72.79,$45.00,15/06/2019,Sol,Pequeño Productor,Fotovoltaica,En operación,Chihuahua,"Carretera Federal
45, Juárez-Ahumada, kilómetro 180, código postal 32800, Ahumada,
Chihuahua.",Progressum Energy,España,
519,"Fotovoltaica de Ahumada, S. A. de C. V.",GEN.,19/02/2015,E/1333/GEN/2015,30.00,72.79,$45.00,15/06/2019,Sol,Pequeño Productor,Fotovoltaica,En operación,Chihuahua,"Carretera Federal
45, Juárez-Ahumada, kilómetro 180, código postal 32800, Ahumada,
Chihuahua.",PROGRESSUM ENERGY DEVELOPMENTS S.L.,España,
520,"Pollux Energy Project, S. A. de C. V.",P.P.,19/02/2015,E/1338/PP/2015,29.92,87.50,$44.88,25/06/2021,Sol,Pequeño Productor,Fotovoltaica,En operación,Nuevo León,"Carretera
Federal 57 Saltillo—Matehuala, en las Coordenadas Geográficas 24° 59' 35"" N,
100° 28' 19"" 0, en Galeana, Nuevo León.",Fonroche,Francia,
521,"Cogeneración de Altamira, S. A. de C. V.",COG.,26/02/2015,E/1346/COG/2015,391.00,3254.00,$383.40,01/10/2019,Gas Natural,Industrias Diversas,Cogeneración,En operación,Tamaulipas,"kilómetro 1 del Boulevard Petrocel, Puerto Industrial Altamira, 89608, Altamira,
Tamaulipas.",Allfa,México,
522,"Braskem Idesa, S. A. P. I.",GEN.,26/02/2015,E/1347/GEN/2015,175.60,1344.00,$185.04,21/02/2016,Gas Natural,Petroquímico,Ciclo combinado,En operación,Veracruz,"kilómetro 3.5 de la Carretera Nanchital El Chapo, Nanchital de Lázaro Cárdenas del Río, Veracruz.",Braskem - Idesa,Brasil - México,
523,"Productos Farmacéuticos, S. A. de C. V.",COG.,26/02/2015,E/1348/COG/2015,4.10,30.29,$3.69,05/09/2015,Gas Natural,Farmacéutica,Cogeneración,En operación,Aguascalientes,"Carretera a Pabellón de
Hidalgo km 4.2, C. P. 20420,
Pabellón de Hidalgo, Rincón
de Romos, Aguascalientes.",Chinoin,México,
524,"AT Solar V, S. de R. L. de C. V",GEN.,26/02/2015,E/1350/GEN/2015,180.00,478.26,$270.00,05/06/2019,Sol,Generador,Fotovoltaica,En operación,Sonora,"Carretera Puerto Libertad
a Pitiquito, Pitiquito Comisaría de Puerto Libertad, Sonora.",Aleph Solar Fields,México - Inglaterra,Subasta 2
525,"EVM Energía del Valle de México, S. A. P. I. de C. V.",GEN.,26/02/2015,E/1354/GEN/2015,129.30,849.57,$116.37,20/12/2016,Gas Natural,Generador,Turbogás,En operación,Estado de México,"Ciudad Sahagún, kilómetro 016+050, Lote B, Xala, Axapusco, C.P. 55963","EVM Energía del Valle de México, S. A. P. I. de C. V.",México,
526,"Iusasol 1, S. A. de C. V.",AUT.,26/02/2015,E/1355/AUT/2015,18.30,37.19,$27.45,01/01/2016,Sol,Industrias Diversas,Fotovoltaica,En operación,Estado de México,"Carretera Panamericana México Querétaro km 109, Pasteje, Jocotitlán, 50700, Estado de México.","Grupo C. P. Q., S. A. de C. V.",México,
527,"Vientos del Altiplano, S. A. de C. V.",AUT.,26/02/2015,E/1356/AUT/2015,139.98,398.52,$259.96,01/11/2016,Viento,Industrias Diversas,Eólica,En operación,Zacatecas,"Rancho Mahoma; El Encino y La Garita, Mazapil, Zacatecas.",Sowitec Operation GMBH,Alemania,
528,"Energía Limpia de Palo Alto, S. A. de C. V.",AUT.,26/02/2015,E/1357/AUT/2015,129.00,600.00,$400.00,01/11/2016,Viento,Industrias Diversas,Eólica,En operación,Jalisco,"Ojuelos de Jalisco y Lagos de Moreno, Jalisco",Sowitec Operation GMBH,Alemania,
529,"Energía Limpia de Amistad, S.A. de C. V.",AUT.,26/02/2015,E/1358/AUT/2015,200.00,640.00,$400.00,01/11/2018,Viento,Industrias Diversas,Eólica,En operación,Coahuila,"Localidad de los Cuates,
Acuña, Coahuila",Sowitec Operation GMBH,Alemania,
530,"Fuerza y Energía de Tuxpan, S. A. de C. V.",AUT.,26/02/2015,E/1359/AUT/2015,30.00,262.80,$30.41,12/03/2015,Gas Natural,Industrias Diversas,Ciclo combinado,En operación,Veracruz,"km 9 Carretera Aire Libre Chile Frío, Ejido Villamar,
Tuxpan, 92800, Veracruz",Naturgy,España,
531,"Aldebaran Energy Project, S. A. de C. V.",P.P.,05/03/2015,E/1361/PP/2015,14.96,46.40,$22.44,31/07/2019,Sol,Pequeño Productor,Fotovoltaica,En operación,Zacatecas,"Coordenadas 23°12'635"" Norte, 102° 22' 907"" Oeste, Villa de Cos, Zacatecas.",Fonroche,Francia,
532,"Parque Eólico La Carabina II, S. A. P. I. de C. V.",AUT.,19/03/2015,E/1389/AUT/2015,150.00,486.20,$300.00,31/12/2019,Viento,Industrias Diversas,Eólica,Por iniciar obras,Coahuila,"predio rústico aproximadamente a 50 kilómetros de la ciudad de Acuña y a 130 kilómetros de la ciudad de Piedras Negras, Acuña, Coahuila.",Sowitec Operation GMBH,Alemania,
533,"Parque Eólico El Mezquite, S. A. P. I. de C. V.",GEN.,19/03/2015,E/1392/GEN/2015,250.00,832.20,$500.00,28/06/2019,Viento,Generador,Eólica,En operación,Nuevo León,"noroeste del Estado de Nuevo León, en el municipio de Mina, entre las coordenadas 26° 38' 24"" - 25° 26' 24"" de Latitud Norte y 100° 54' 00"" - 98° 56' 24"" de Longitud Oeste.",Sowitec Operation GMBH,Alemania,Subasta 2
534,"Energía de Pachuca, S. A. P. I. de C. V.",AUT.,19/03/2015,E/1396/AUT/2015,1.06,9.28,$0.95,01/08/2018,Biogás,Industrias Diversas,Bioenergía,En operación,Hidalgo,"Camino al Relleno Sanitario El Huixmi, Ejido El Huixmi, Colonia El Huixmi, 42115, Pachuca de Soto, Hidalgo.","ENERSUS, S. A. P. I. de C. V.",Argentina,
535,"Iberdrola Cogeneración Altamira, S. A. de C. V.",COG.,19/03/2015,E/1397/COG/2015,60.90,490.08,$57.72,28/02/2018,Gas Natural,Industrias Diversas,Cogeneración,En operación,Tamaulipas,"Kilómetro 28.5 de la Carretera Tampico Mante, Colonia Santa Amalia, Altamira, 89602, Tamaulipas.",Iberdrola,España,
536,"GAT Energía, S. A. de C. V.",COG.,19/03/2015,E/1398/COG/2015,45.00,161.44,$54.00,01/06/2016,Bagazo de Caña,Industrias Diversas,Bioenergía,En operación,Veracruz,"Domicilio conocido s/n, Congregación La Gloria, Úrsulo Galvan, 91663, Veracruz",Promotora Industrial Josela,México,
537,"Tampico Renewable Energy, S. A. P. I. de C. V.",COG.,19/03/2015,E/1399/COG/2015,40.00,180.33,$48.00,01/12/2016,Bagazo de Caña,Industrias Diversas,Bioenergía,En operación,Veracruz,"kilómetro 4.2 de la calle Alto del Estero, s/n, 92000, Pánuco, Pánuco, Veracruz.",Mesoamerica Sugar Investments,Holanda,
538,"Abeinsa Juárez N-III, S. A. de C. V.",P.I.E.,19/03/2015,E/1401/PIE/2015,969.89,7640.00,$983.28,20/03/2020,Gas Natural,Productor Independiente,Ciclo combinado,En operación,Chihuahua,"Carretera Federal tramo Samalayuca-Ciudad Juárez,
kilómetro 335+200 (lado poniente), Ciudad Juárez, Chihuahua.",Abengoa,España,
539,"Plásticos y Materias Primas, S. A. de C. V.",AUT.,27/03/2015,E/1411/AUT/2015,1.07,2.01,$1.61,30/04/2015,Sol,Manufacturero,Fotovoltaica,En construcción,Jalisco,"Calle Juan de la Barrera número 3609, interior 2, Parque Industrial El Álamo, 44490, Guadalajara, Jalisco.",Miguel Álvarez Ochoa,México,
540,"Hewlett Packard México, S. de R. L. de C. V.",AUT.,27/03/2015,E/1413/AUT/2015,0.77,1.44,$1.15,30/04/2015,Sol,Industrias Diversas,Fotovoltaica,En operación,Jalisco,"Periférico número 6751, Colonia San Sebastianito, 45610, Tlaquepaque, Jalisco.","Sociedad de Fomento Industrial, S. A. de C. V.",México,
541,"Energía Verde Bordo IV, S. A. P. I. de C. V.",GEN.,27/03/2015,E/1414/GEN/2015,83.94,661.78,$75.55,09/01/2023,Biogás y Gas Natural,Industrias Diversas,Bioenergía,En construcción,Estado de México,"Bordo Poniente en la zona Federal del lago de Texcoco, en los brazos izquierdo
y derecho del Río Churubusco y el Drenaje General del Valle, Nezahualcóyotl,
Estado de México.",Gobierno de la Ciudad de México,México,
542,"CE G. Sanborns 2, S. A. de C. V.",COG.,27/03/2015,E/1415/COG/2015,1.00,8.24,$0.90,16/01/2018,Gas Natural,Industrias Diversas,Combustión Interna,En operación,Nuevo León,"Batallón de San Patricio número 1000, Local Ancla, Colonia Residencial San Agustin, 66220, San Pedro Garza García Nuevo León",Grupo Carso,México,
543,"Central LFGE Cadereyta, S. de R. L. de C. V.",GEN.,14/04/2015,E/1436/GEN/2015,1.07,8.52,$1.80,28/06/2024,Biogás,Industrias Diversas,Bioenergía,En operación,Nuevo León,"Autopista Monterrey-Reynosa km 32+500, C.P. 67485, Cadereyta Jiminez, Nuevo León.",Axtel,México,
544,"Eólica Cerritos, S. A. P. I. de C. V.",AUT.,14/04/2015,E/1439/AUT/2015,66.00,215.00,$152.00,05/06/2021,Viento,Industrias Diversas,Eólica,En construcción,Zacatecas,"Ejido de la Purísima y
Ejido de Cerrito Dolores, Carretera Federal 80 San Luis Potosí-Lagos de Moreno,
Pinos, Zacatecas.","Cooperativa La Cruz Azul, S. C. L.",México,
545,"Eólica Huimilpan, S. A. P. I. de C. V. ",AUT.,14/04/2015,E/1440/AUT/2015,30.00,90.00,$60.00,01/09/2023,Viento,Industrias Diversas,Eólica,En construcción,Querétaro,"Ejido Los Martínez y
Anexos, Carretera Estatal Bravo-Huimilpan kilómetro 9.31, Las Taponas,
Huimilpan, Querétaro","Cooperativa La Cruz Azul, S. C. L.",México,
546,"Iberdrola Renovables Centro, S. A. de C. V.",GEN.,14/04/2015,E/1441/GEN/2015,200.00,350.40,$300.00,21/12/2018,Sol,Generador,Fotovoltaica,En operación,San Luis Potosí,"Rancho Hacienda de Santiago, Villa de
Arriaga, código postal 78498, San Luis Potosí",Iberdrola,España,
547,"Iberdrola Renovables Noroeste, S. A. de C. V.",GEN.,14/04/2015,E/1442/GEN/2015,100.00,175.20,$150.00,21/12/2018,Sol,Generador,Fotovoltaica,En operación,Sonora,"Kilómetro 15 de la Carretera Hermosillo-Sahuaripa, Predio Llano Blanco,
Hermosillo, Sonora",Iberdrola,España,
548,"Unión Energética del Noroeste, S. A. de C. V.",COG.,14/04/2015,E/1446/COG/2015,29.70,246.30,$27.12,01/06/2017,Gas Natural,Industrias Diversas,Cogeneración Eficiente,En operación,Sonora,"Kilómetro 9 de la Carretera Agua Prieta-Nacozari, Ejido Agua Prieta, Agua Prieta,
84270, Sonora",Supermercados Organizados,México,
549,"La Trinidad Solar Dos, S. A. P. I. de C. V.",GEN.,21/04/2015,E/1456/GEN/2015,30.00,57.90,$45.00,31/01/2019,Sol,Pequeño Productor,Fotovoltaica,En operación,Durango,"Predio Particular Potrero Ceja del Chorro,
colonia Terrenos de la Exhacienda Labor de Guadalupe, Durango, 34070,
Durango",Eosol,España,
550,"Sistemas Energéticos SISA, S. A. de C. V., Planta II",COG.,30/04/2015,E/1466/COG/2015,64.00,504.00,$57.60,01/04/2016,Gas Natural,Industrias Diversas,Cogeneración Eficiente,En operación,Veracruz,"Complejo Industrial Pajaritos
s/n, 96400, Coatzacoalcos, Veracruz",Iquisa,México,
551,"Tampico Solar, S. A. de C. V., Central Carbonera de Guadalupe",AUT.,30/04/2015,E/1469/AUT/2015,30.00,78.47,$45.00,31/01/2022,Sol,Industrias Diversas,Fotovoltaica,En construcción,Guanajuato,"Predio Rústico de la localidad
de Carbonera de Guadalupe, (Coordenadas 21° 14.367' N, 100° 47.017' 0),
Municipio de Doctor Mora, Guanajuato.","Sunpower Corporation México, S. de R. L. de C. V.",Estados Unidos,
552,"Parque Eólico Reynosa III, S. A. de C. V.",GEN.,30/04/2015,E/1470/GEN/2015,431.00,1802.50,$862.00,04/03/2019,Viento,Generador,Eólica,En operación,Tamaulipas,"kilómetro 86 de la Carretera Reynosa-San
Fernando, tramo hacia la brecha Congregación Garza el Charco en el
kilómetro 7, Reynosa, Tamaulipas.",Actis,Inglaterra,Subasta 2
553,"Iberdrola Cogeneración Bajío, S. A. de C. V.",COG.,14/05/2015,E/1486/COG/2015,61.50,470.64,$57.81,01/02/2018,Gas Natural,Industrias Diversas,Cogeneración,En operación,Querétaro,"Avenida Río San Juan número 4, Colonia San Cayetano, San Juan del Río,
76806, Querétaro.",Iberdrola,España,
554,"Generadora de Energía del Istmo, S. A. de C. V.",AUT.,14/05/2015,E/1490/AUT/2015,2.00,4.40,$4.00,25/05/2017,Viento,Industrias Diversas,Eólica,Por iniciar obras,Oaxaca,"Carretera Federal Núm. 185, Kilómetro 243+300, entre las poblaciones de Juchitán de Zaragoza y la Ventosa, Juchitán de Zaragoza, Oaxaca.","Impulsora Plaza Guadalajara, S.A. de C. V.",México,
555,"Central Fotovoltaica Border Solar Norte, S. A. de C. V.",AUT.,14/05/2015,E/1491/AUT/2015,150.00,456.50,$225.00,25/03/2021,Sol,Industrias Diversas,Fotovoltaica,En operación,Chihuahua,"Carretera Panamericana kilómetro 33, Lote
2, Fracción B Sur, Hacienda de Samalayuca,  Ciudad Juárez, 32320, Chihuahua","Sunpower Corporation México, S. de R. L. de C. V.",Estados Unidos,
556,"Desarrollos Solares Delicias S. A. P. I. de C. V., Fase I",GEN.,14/05/2015,E/1493/GEN/2015,4.00,9.49,$6.00,01/10/2019,Sol,Industrias Diversas,Fotovoltaica,En operación,Chihuahua,"Lote 524 1 y 2, 524 1 y 2 Anexo, Primera unidad
del distrito de riego cinco, Delicias,
Chihuahu","Deportes Marti, S.A.de C. V.",México,
557,"Desarrollos Solares Delicias, S. A. P. I. de C. V., Fase II",GEN.,14/05/2015,E/1494/GEN/2015,4.00,9.49,$6.00,01/10/2019,Sol,Industrias Diversas,Fotovoltaica,En operación,Chihuahua,"Lote 524 1 y 2, 524 1 y 2 Anexo, Primera unidad
del distrito de riego cinco, Delicias,
Chihuahua","Deportes Marti, S.A.de C. V.",México,
558,"Desarrollos Solares Delicias, S. A. P. I. de C. V., Fase III",GEN.,14/05/2015,E/1495/GEN/2015,7.00,16.60,$10.50,01/10/2019,Sol,Industrias Diversas,Fotovoltaica,En operación,Chihuahua,"Lote 524 1 y 2, 524 1 Y 2 Anexo, Primera unidad
del distrito de riego cinco, Delicias,
Chihuahua","Deportes Marti, S.A.de C. V.",México,
559,"Metaloides, S. A. de C. V. ",GEN.,14/05/2015,E/1498/GEN/2015,21.88,175.88,$18.70,13/11/2015,Gas Natural,Manufacturero,Combustión Interna,En operación,Puebla,"Av. Héroes de Nacozari 7422, Zona Industrial
anexa a Col. La Loma, Puebla, código postal 72230, Puebla",Agustin Franco Macias,México,
560,"Luz Ecológica de Juárez, S. A. de C. V.",AUT.,21/05/2015,E/1500/AUT/2015,3.17,26.30,$2.86,31/01/2017,Biogás,Industrias Diversas,Bioenergía,Por iniciar obras,Chihuahua,"Calle Servidumbre de Paso, S/N, Fracción Lote 1, Ex Hacienda de Samalayuca, (Coordenadas 31° 33.333' N, 106° 28.333' 0), Ciudad Juárez, 32674, Chihuahua.","Diesel y Gasolina de la Laguna, S. A. de C. V.",México,
561,"Energía Verde Meyer, S. A. de C. V.",AUT.,21/05/2015,E/1502/AUT/2015,2.95,14.70,$4.43,31/12/2019,Agua,Industrias Diversas,Hidroeléctrica,Por iniciar obras,Jalisco,"Margen Derecho del Río Horcones, Kilómetro 1.9 Aguas arriba de su desembocadura en el Océano Pacífico, Boca de Tomatlán, Puerto Vallada Jalisco","Sanmina-SCI Systems de México, S. A. de C. V.",Estados Unidos,
562,"Juárez Renovables, S. A. P. I. de C. V.",AUT.,04/06/2015,E/1509/AUT/2015,30.00,70.95,$45.00,01/07/2018,Sol,Industrias Diversas,Fotovoltaica,En operación,Chihuahua,"Carretera Cd. Juárez-Casas
Grandes, kilómetro 36 al 41, Secc. C, Fracción 2, Parcela 132 (Coordenadas
31° 36' 10.17"" N, 106° 52' 57.91"" 0), Ejido Cuauhtémoc, Ascensión, Chihuahua","Pegaso PCS, S. A. de C. V.",España,
563,"El Rollo Solar, S. A. P. I. de C. V.",AUT.,04/06/2015,E/1512/AUT/2015,30.00,70.95,$45.00,01/07/2018,Sol,Industrias Diversas,Fotovoltaica,En operación,Chihuahua,"Carretera Cd. Juárez-Casas
Grandes, kilómetro 36 al 41, Secc. C, Fracción 2, Parcela 132 (Coordenadas
31° 36' 10.17"" N, 106° 52' 57.91"" 0), Ejido Cuauhtémoc, Ascensión,
Chihuahua.","Pegaso PCS, S. A. de C. V.",España,
564,"Empaques Nova, S. A. de C. V.",COG.,04/06/2015,E/1513/COG/2015,7.96,67.29,$7.16,23/12/2019,Gas Natural,Papelero,Turbogás,En operación,Yucatán,"kilómetro 15+500 de la Carretera Mérida-Umán s/n, Xluchil, Umán, 97390,
Yucatán.",Nova,México,
565,"Abent 3T, S. A. P. I. de C. V.",COG.,04/06/2015,E/1516/COG/2015,261.76,2155.00,$249.09,22/12/2018,Gas Natural,Industrias Diversas,Cogeneración,En operación,Tabasco,"Predio El Jobo, Ranchería Estancia Vieja, Centro, Tabasco",Abengoa,España,
566,"Concentradora Energética de Querétaro, S. A. de C. V.",AUT.,11/06/2015,E/1519/AUT/2015,1.40,2.80,$2.10,01/08/2017,Sol,Industrias Diversas,Fotovoltaica,En operación,Querétaro,"Libramiento Fray Junípero Sierra, Carretera Estatal 11, Libramiento Sur Poniente, número 27292, colonia Tlacote El Bajo, Felipe Carrillo Puerto, Querétaro.","Súper Q, S. A. de C. V.",México,
567,"Iberdrola Energía Altamira, S. A. de C. V.",GEN.,02/07/2015,E/1523/GEN/2015,60.00,405.49,$60.83,01/08/2016,Gas Natural,Industrias Diversas,Ciclo combinado,En operación,Tamaulipas,"kilómetro 10.3 del Boulevard de los Ríos, Predio
denominado Lomas del Real, Puerto Industrial Altamira, C. P. 89600, Altamira,
Tamaulipas.",Mexico Infrastructure Partners (MIP),México,
568,"Iberdrola Energía del Golfo, S. A. de C. V.",GEN.,02/07/2015,E/1524/GEN/2015,80.00,700.80,$81.11,01/05/2017,Gas Natural,Industrias Diversas,Ciclo combinado,En operación,Tamaulipas,"kilómetro 10.3 del Boulevard de los Ríos, Predio
denominado Lomas del Real, Puerto Industrial Altamira, C. P. 89600, Altamira,
Tamaulipas.",Mexico Infrastructure Partners (MIP),México,
569,"Emerging America Inmobiliaria, S. A. de C. V.",GEN.,02/07/2015,E/1526/GEN/2015,114.00,998.60,$78.15,30/11/2018,Gas Natural,Generador,Combustión Interna,En operación,Chihuahua,"en el terreno adyacente a la Subestación Eléctrica Chuviscar de la Comisión Federal de Electricidad, (Coordenadas 28° 38.505' N, 105° 56.946' 0), Aquiles Serdán, Chihuahua",Emerging América,México,
